name|latitude|longitude
신명고등학교|35.86965532|128.5837421
신용보증기금 대구지점|35.87195946|128.5994567
신한빌딩|35.86531711|128.5962721
씨네시티한일빌딩|35.87049514|128.5953808
ABL대구타워|35.86594946|128.5886918
약령시한의약박물관|35.86853023|128.5899179
약령시한의약박물관 관광안내소|35.8681384|128.589975
역전치안센터|35.87523416|128.5930907
동인동 행정복지센터|35.86791133|128.6091367
동인치안센터|35.87061158|128.6045285
동화빌딩(MS재건병원)|35.87188056|128.6048935
드림저축은행|35.87023078|128.6013918
로얄프레지던트 빌딩|35.8707465|128.5937659
메리츠화재 대구사옥|35.87100498|128.5920846
메트로센터상가(B2)|35.86442069|128.5933403
메트로프라자|35.86446924|128.5980972
명덕역(1호선)|35.8579883|128.5911518
몰디브코리아|35.86800411|128.5960597
미도빌딩|35.87068045|128.5943634
미르치과병원|35.86489322|128.600094
미주빌딩|35.87838379|128.5814179
공평빌딩|35.86799747|128.5981525
반월 메디컬센터 빌딩|35.865082|128.5927934
반월타워|35.86459179|128.5989352
번개시장|35.87521676|128.5974539
보람빌딩|35.85792674|128.5906996
봉산문화회관|35.86339742|128.5965568
㈜태산이앤엘 감영셀프주유소|35.875506|128.5917194
분홍빛으로 병원|35.8671813|128.6033993
삼덕119안전센터|35.86718777|128.5996746
삼덕동 행정복지센터|35.86552382|128.6089412
동덕지구대|35.86808032|128.6060263
삼성빌딩|35.86572995|128.6002393
삼성생명빌딩(덕산지점)|35.86631676|128.5927981
삼영빌딩|35.8654827|128.5954984
삼희빌딩|35.86368171|128.5988784
대구종로초등학교|35.87249623|128.5897066
대구초등학교|35.8640369|128.5953696
대백프라자|35.85571524|128.6063973
대봉1동 주민센터|35.86154491|128.6043818
대봉2동 주민센터|35.85876069|128.5993685
대봉치안센터|35.8603136|128.600519
대성빌딩|35.85759705|128.5807134
미래에셋증권(대성빌딩)|35.86466939|128.5960236
대명주유소|35.85822521|128.5794226
대신119안전센터|35.86890863|128.580774
대신동 주민센터|35.86557684|128.5763426
으뜸병원|35.87006531|128.5893568
대신지하상가|35.8705234|128.5810535
서문치안센터|35.86959766|128.5793617
대우빌딩|35.87470777|128.5952684
대한내과|35.85989636|128.591581
한화생명빌딩|35.86936059|128.6005768
대한적십자사 경북지사|35.86487855|128.58835
대한적십자사혈액원|35.87512933|128.5920223
대현프리몰|35.87083862|128.5951962
더락 멀티플렉스|35.87019011|128.5969067
동산빌딩|35.8659423|128.5827787
동산상가|35.86894887|128.5817156
동성로 타워빌딩|35.86656986|128.5944814
동성프라자건물|35.86938624|128.5950871
동아백화점 본점|35.87261357|128.5968936
동아백화점 쇼핑점|35.86632147|128.5918504
동양금융센터|35.86538292|128.592087
대구계성초등학교|35.86607562|128.5815807
대구광역시 중구청|35.86932522|128.6061572
대구광역시 청사|35.87154733|128.60122
대구광역시립중앙도서관|35.86844014|128.6017503
대구콘서트하우스|35.8760646|128.5936973
대구근대역사관|35.87179591|128.5911603
대구남산4동우체국|35.86377379|128.5820209
대구남산동우체국|35.85734341|128.590192
대구남산초등학교|35.86324744|128.5827598
대구달성동우체국|35.87664454|128.5783277
대구대봉동우체국|35.85860065|128.601647
대성에너지㈜남산동사옥|35.85785155|128.580266
대구동덕초등학교|35.86473435|128.6046499
대구동부교육지원청|35.86408949|128.5911771
대구동인동우체국|35.86968078|128.603556
대구동인초등학교|35.86808366|128.6095066
대구명덕초등학교|35.85753902|128.589027
대구삼덕동우체국|35.8660409|128.6096203
대구삼덕초등학교|35.86356446|128.6078431
대구수창초등학교|35.87424935|128.583444
