name|latitude|longitude
동부도서관|35.89015506|128.6215911
볼로봉무동 행정복지센터|35.91037762|128.6392881
지저동 행정복지센터|35.89633821|128.6387097
동구 보건소|35.88812301|128.651215
안심4동 행정복지센터|35.87052409|128.7108352
효목1동 행정복지센터|35.8816224|128.6449374
동구노인복지회관|35.90198112|128.6300699
팔공노인복지회관|35.88680728|128.6360744
대구SOS어린이마을|35.88620956|128.6533591
동구시장|35.87446703|128.6396854
동서시장|35.88659293|128.6340015
신암3동 행정복지센터|35.87958352|128.6231474
불로전통시장|35.91039945|128.6419473
팔공정보문화센터|35.87510762|128.6344746
영유아플라자|35.88490864|128.632072
신암5동 행정복지센터|35.88976152|128.6330632
신천1·2동 행정복지센터|35.86994655|128.6147777
신암1동 행정복지센터|35.88429651|128.6163508
신암2동 행정복지센터|35.87997985|128.6127068
신암4동 행정복지센터|35.88504026|128.6293262
공항시장|35.89625857|128.6384321
송라시장|35.87448648|128.6153112
신천3동 행정복지센터|35.87541648|128.6237128
효목2동 행정복지센터|35.87816313|128.6412435
동촌동 행정복지센터|35.88993422|128.6496348
방촌동 행정복지센터|35.88003318|128.6652582
아양아트센터|35.87965562|128.651954
신암공원관리사무소|35.89115588|128.6215214
서구문화회관|35.8722732|128.545527
서구청소년수련관|35.873609|128.5457716
서구어린이도서관|35.874301|128.546365
중리동우체국|35.858554|128.540615
서부도서관|35.8722558|128.5576101
평리3동우체국|35.871897|128.561431
서구청|35.8718022|128.5592204
보건복지회|35.8690202|128.555827
서대구우체국|35.866817|128.555208
평리5동우체국|35.869621|128.548819
서구청민원실|35.8718022|128.5592204
농협두류점|35.859543|128.561404
내당역|35.860565|128.564742
비산5동|35.888579|128.568389
농협원대동|35.882079|128.5780387
대구의료원|35.8596025|128.540587
구지면보건지소|35.6587707|128.4135612
구지면사무소|35.6588208|128.4134734
논공가톨릭병원|35.721012|128.4537507
논공읍 공단출장소|35.7299733|128.4528348
북부정류장|35.8842282|128.5552275
범어4동 행정복지센터|35.85811287|128.6412478
수성4가동 행정복지센터|35.86264943|128.6166456
책숲길도서관|35.84484252|128.6123793
수성구민운동장|35.850825|128.629348
매호공원|35.84463818|128.7039635
범물공원|35.81840498|128.6433597
지산공원|35.82093452|128.6376141
신매광장|35.838905|128.706876
두산평생학습센터|35.83920292|128.6181617
만촌1동 행정복지센터|35.86627549|128.6400522
파동도서관|35.81045653|128.6181491
범어도서관|35.85937425|128.6306778
범어1동 행정복지센터|35.85553326|128.6220491
수성1가동 행정복지센터|35.85512485|128.6103427
물망이도서관|35.85476685|128.6190093
모명재 한국전통문화체험관|35.85797768|128.6516373
청소년수련관|35.8446788|128.6311825
옥포읍사무소|35.7893104|128.4638592
유가읍사무소|35.6835308|128.4495249
하빈보건지소|35.9017047|128.4448339
옥포보건지소|35.7893104|128.4638592
구지보건지소|35.6588208|128.4134734
논공시장(등록)|35.7740353|128.4217832
구지시장(등록)|35.65778707|128.4127038
달성문화복지센터|35.865245|128.4607069
가창면보건지소|35.8025854|128.622956
가창면사무소|35.802712|128.6227714
파동주민센터|35.81545357|128.6151216
두산동주민센터|35.82937671|128.6205781
만촌시장|35.8716769|128.6462441
동성시장|35.8557848|128.617054
신천시장|35.8650802|128.6183996
수성시장|35.8556725|128.616974
태백시장|35.855141|128.616753
목련모자원|35.81786481|128.615633
고산권보건복지센터|35.83698958|128.712875
성림노인요양원|35.84256186|128.7244336
화랑공원|35.8721894|128.6390614
범어2동 행정복지센터|35.86230663|128.6310699
범어3동 행정복지센터|35.86324002|128.624167
만촌2동 행정복지센터|35.85985855|128.6472262
만촌3동 행정복지센터|35.855583|128.6505677
범물1동 행정복지센터|35.8177492|128.645975
범물2동 행정복지센터|35.8175027|128.6434429
중동주민센터|35.8473837|128.6150909
대구장애인종합복지관|35.82695723|128.6069494
애활원|35.82268246|128.608831
황금시장|35.846844|128.6208847
노인종합복지회관|35.84122389|128.629901
SOS아동보호센터|35.8732722|128.6464542
수성구청 별관|35.85755319|128.6299364
수성구청 본관|35.85755319|128.6299364
성림아동원|35.84256186|128.7244336
인제요양원|35.86231711|128.6110639
애망요양원|35.82361948|128.6082896
수성구보건소|35.84463884|128.6122124
수성현대시장|35.8494676|128.6093915
고산1동주민센터|35.83709653|128.7123987
고산3동주민센터|35.84413609|128.706578
상동주민센터|35.8321593|128.6154835
고산2동주민센터|35.8434756|128.6951977
지산1동주민센터|35.82491506|128.6370564
황금1동주민센터|35.843988|128.6381642
수성23가동주민센터|35.854781|128.619027
황금2동주민센터|35.841575|128.625235
대구북부고용센터|35.858778|128.556709
달서구청 행정정보문고센터|35.82991428|128.5328409
