name|latitude|longitude
동촌동행정복지센터|35.882667|128.6657517
신암4동 주민센터|35.87448676|128.6153095
공항시장|35.8781522|128.6412466
송라시장|35.880027|128.6652611
신천3동주민센터|35.8703905|128.7021131
영유아플라자|35.8704136|128.6150273
신암5동 주민센터|35.8842862|128.6163506
신천1·2동 주민센터|35.8799695|128.6127068
신암1동 주민센터|35.8850364|128.6293294
신암2동 주민센터|35.8962467|128.6384216
볼로봉무동 주민센터|35.8880958|128.6512343
지저동 주민센터|35.8705213|128.7108358
동구 보건소|35.8816142|128.6449448
안심3·4동 주민센터|35.9019763|128.6300661
효목1동 주민센터|35.8867281|128.6356637
동구노인복지회관|35.8862005|128.6533675
팔공노인복지회관|35.8744148|128.6396573
대구SOS어린이마을|35.8866371|128.6339606
동구시장|35.8795724|128.6231473
동서시장|35.91040163|128.6419419
신암3동 주민센터|35.8750929|128.634501
불로전통시장|35.8848904|128.6320783
팔공정보문화센터|35.8897559|128.6330629
아양아트센터|35.8906223|128.6311303
신암공원관리사무소|35.85996346|128.6928275
율하체육공원|35.8862253|128.6241342
봉무공원|35.8901537|128.6216009
해오름재가노인복지센터|35.9103078|128.6393123
동부도서관|35.8963389|128.6387115
가톨릭근로자회관노숙인쉼터|35.8686142|128.5914061
중구 청소년문화의 집|35.8619317|128.5979877
번개시장|35.8752351|128.5974642
방천시장|35.8618339|128.6060079
3.1운동길|35.86895629|128.5831757
대구광역시 중구청|35.8692838|128.6060779
삼덕동주민센터|35.8655468|128.6089583
남산2동주민센터|35.864077|128.5895742
서문시장|35.8694078|128.5798557
염매시장|35.866636|128.5924688
중부노인복지센터|35.8629957|128.5904221
봉산문화회관|35.8631367|128.5965618
대구청소년지원재단|35.869932|128.5901125
경상감영공원|35.8722155|128.5922224
대구중구노인상담소|35.8729421|128.5927427
대봉1동주민센터|35.8616393|128.6043643
대봉2동주민센터|35.8581536|128.5997619
대신동주민센터|35.86558207|128.5763499
동부시장|35.8692709|128.5980362
성내1동주민센터|35.8567598|128.5978315
어르신마을노인복지센터|35.8797836|128.6519603
중구시니어클럽|35.8797836|128.6519603
서문시장 제5지구|35.8680879|128.5784309
남문시장|35.8610709|128.5919889
교동시장|35.8732546|128.5967893
서문시장 명품프라자 상가|35.8699364|128.5808982
중구보건소|35.8778703|128.583387
남산기독교종합사회복지관|35.8650401|128.5905646
남산종합사회복지관|35.8599331|128.579677
태전공원|35.931636|128.546161
함지노인복지관|35.942882|128.570319
태전중앙시장|35.921654|128.544899
태전2동주민센터|35.921482|128.548768
태전1동주민센터|35.924093|128.543332
침산3동주민센터|35.89203|128.589349
침산2동 주민센터|35.887264|128.596993
침산1동주민센터|35.890328|128.581279
칠성시장 (경명)|35.87724|128.603964
칠성시장 (청과)|35.87724|128.603964
칠성시장 (삼성)|35.87724|128.603964
칠성시장|35.87724|128.603964
성보재활원|35.893048|128.630107
성림효사랑 실버타운|35.88564|128.60259
산격4동주민센터|35.892233|128.604311
산격3동주민센터|35.893546|128.608312
산격2동주민센터|35.901732|128.609253
산격1동주민센터|35.892619|128.594664
북구보건소|35.89187|128.588902
복현2동주민센터|35.895354|128.625494
무태조야동 분소|35.910079|128.576264
동천동 주민센터|35.937318|128.558185
동대구시장|35.881182|128.608952
대현동주민센터|35.881629|128.605229
대불노인복지관|35.898667|128.61692
팔달신시장|35.890704|128.565988
칠곡공설시장|35.942375|128.551112
선린장애인주간보호센터|35.937826|128.545502
서변중앙시장|35.921014|128.596191
상록뇌성마비복지관|35.906302|128.602742
산격종합시장|35.898422|128.610528
대구북구청|35.885724|128.582911
노원동 주민센터|35.890138|128.576231
국우동 주민센터|35.948016|128.575405
관음시장|35.944911|128.547226
관문동 주민센터|35.902817|128.543042
고성동 주민센터|35.881909|128.583586
검단동주민센터|35.913604|128.627305
강북장애인주간보호센터|35.930827|128.562864
강북보건지소|35.937318|128.558185
강북노인복지관|35.936239|128.546699
관문동주민센터(노곡분소)|35.906434|128.562771
관음동 주민센터|35.944241|128.547333
본리도서관|35.84055483|128.5418122
대구광역시립두류도서관|35.85261008|128.5604387
달서구치매안심센터|35.842085|128.5376247
성서도서관|35.85741306|128.5144577
달서영어도서관|35.83126387|128.555219
서문시장 제4지구|35.8694647|128.5807674
원고개도서관|35.88187546|128.5707951
달성토성|35.87530476|128.5762635
서구청민원실|35.87232184|128.5592911
서구청대강의실|35.87232184|128.5592911
평리6동주민센터|35.87519337|128.5482485
평리4동|35.867351|128.5568295
상중이동|35.867927|128.544247
원대동|35.886807|128.574408
새길시장|35.864586|128.571653
서부시장|35.87456227|128.5721539
만평시장|35.888253|128.563242
반고개무침회골목|35.8619496|128.5637153
원대동주민센터|35.88680262|128.5743962
평리2동주민센터|35.8712199|128.563645
꼼지락발전소|35.8655137|128.5486315
평리4동주민센터|35.86734019|128.5567977
비원도서관|35.88609089|128.5692882
어린이도서관|35.87428026|128.5463795
비산2,3동주민센터|35.87580089|128.5747143
비산도서관|35.86857764|128.5733137
평리5동주민센터|35.86952224|128.5477751
평리1동|35.8756065|128.563288
평리3동|35.875914|128.561304
종합자원봉사센터|35.872247|128.574764
서구문화회관|35.8722732|128.545527
종합사회복지관|35.861011|128.563333
제일종합사회복지관|35.885737|128.5788694
원대시장|35.883052|128.578038
대평리시장|35.878009|128.558935
중평시장|35.865386|128.553921
소망모자원|35.8664126|128.5256222
내당2,3동|35.867274|128.574556
비산2,3동|35.875814|128.574717
비산1동|35.881144|128.569002
비산5동|35.886106|128.570085
비산6동|35.8763083|128.5691039
비산7동|35.8880017|128.553547
서부도서관|35.8722558|128.5576101
신평리시장|35.8681107|128.5607115
원대신시장|35.885434|128.574731
서구시장|35.8737833|128.555707
청소년수련관|35.873609|128.5457716
신애보육원|35.8802417|128.5515051
장애인보호작업장|35.8653317|128.5572538
비산4동주민센터|35.8698013|128.5743007
평리2동주민센터|35.871224|128.5636881
보건소|35.8718022|128.5592204
노인복지관|35.8755091|128.564076
북부정류장|35.8842282|128.5552275
구민건강증진센터|35.880192|128.572434
건강생활지원센터|35.860737|128.551439
서구청(별관)|35.8718022|128.5592204
이현시장|35.876944|128.5507569
중리시장|35.870298|128.547822
내당1동주민센터|35.860652|128.5607111
내당4동주민센터|35.858942|128.551748
원고개시장|35.8802844|128.5692187
화원읍사무소|35.803907|128.500813
논공읍사무소|35.7742545|128.4201906
대구광역시립달성도서관|35.6985749|128.4475414
대구달성지역자활센터|35.8006499|128.4917221
대실역|35.8572963|128.4650701
롯데리아 대구서재|35.8736496|128.4971844
명곡역_대구1호선_대합실|35.7982583|128.4892593
문양역|35.864354|128.437359
비슬산자연휴양림|35.689999|128.5128999
옥포읍사무소|35.78972124|128.4638964
옥포읍사무소|35.7892792|128.464235
유가읍보건지소|35.682164|128.448625
유가면사무소|35.69402219|128.4598341
유치곤장군기념관|35.70013059|128.4989673
음리보건지소|35.69757655|128.4828252
제이미주병원|35.8571848|128.4666856
천지인독서실-명곡점|35.79899031|128.4930881
하빈면보건지소|35.911986|128.447059
하빈면사무소|35.900943|128.445515
현풍읍사무소|35.697466|128.447602
현풍시장|35.6947378|128.4411172
현풍휴게소 상행선|35.701836|128.438137
현풍휴게소 하행선|35.701809|128.435341
화원도서관|35.803907|128.500813
화원보건지소|35.803907|128.500813
화원시장|35.8011821|128.4996235
화원역_대구1호선_대합실|35.8034481|128.5006771
화원우체국|35.8043123|128.4997022
화원읍사무소|35.803907|128.500813
논공읍사무소|35.774267|128.4201463
다사역|35.8652899|128.4569441
다사읍 서재출장소|35.8719858|128.4942404
다사읍보건지소|35.86174|128.4540296
다사읍사무소|35.86174|128.4540296
달성 한일우호관|35.7232431|128.6470828
